Fiscal Year,County,Region,Alleged Victims in Repeat Investigation,Alleged Victims in Initial Investigation,Recidivism
2014,Archer,2-Abilene,15,69,0.217
2014,Baylor,2-Abilene,12,58,0.207
2014,Brown,2-Abilene,53,291,0.182
2014,Callahan,2-Abilene,12,82,0.146
2014,Clay,2-Abilene,25,97,0.258
2014,Coleman,2-Abilene,9,59,0.153
2014,Comanche,2-Abilene,13,65,0.2
2014,Cottle,2-Abilene,0,10,0
2014,Eastland,2-Abilene,30,168,0.179
2014,Fisher,2-Abilene,4,18,0.222
2014,Foard,2-Abilene,2,15,0.133
2014,Hardeman,2-Abilene,3,36,0.083
2014,Haskell,2-Abilene,6,44,0.136
2014,Jack,2-Abilene,10,72,0.139
2014,Jones,2-Abilene,26,133,0.195
2014,Kent,2-Abilene,2,3,0.667
2014,Knox,2-Abilene,1,22,0.045
2014,Mitchell,2-Abilene,8,51,0.157
2014,Montague,2-Abilene,37,155,0.239
2014,Nolan,2-Abilene,15,133,0.113
2014,Runnels,2-Abilene,14,75,0.187
2014,Scurry,2-Abilene,14,60,0.233
2014,Shackelford,2-Abilene,7,23,0.304
2014,Stephens,2-Abilene,16,77,0.208
2014,Stonewall,2-Abilene,2,11,0.182
2014,Taylor,2-Abilene,238,1100,0.216
2014,Throckmorton,2-Abilene,7,15,0.467
2014,Wichita,2-Abilene,270,1170,0.231
2014,Wilbarger,2-Abilene,25,154,0.162
2014,Young,2-Abilene,30,177,0.169
2014,Collin,3-Arlington,155,881,0.176
2014,Cooke,3-Arlington,15,126,0.119
2014,Dallas,3-Arlington,1037,6287,0.165
2014,Denton,3-Arlington,111,865,0.128
2014,Ellis,3-Arlington,41,321,0.128
2014,Erath,3-Arlington,19,115,0.165
2014,Fannin,3-Arlington,29,140,0.207
2014,Grayson,3-Arlington,91,557,0.163
2014,Hood,3-Arlington,27,170,0.159
2014,Hunt,3-Arlington,92,471,0.195
2014,Johnson,3-Arlington,61,423,0.144
2014,Kaufman,3-Arlington,58,308,0.188
2014,Navarro,3-Arlington,37,215,0.172
2014,Palo Pinto,3-Arlington,35,188,0.186
2014,Parker,3-Arlington,47,318,0.148
2014,Rockwall,3-Arlington,25,124,0.202
2014,Somervell,3-Arlington,3,22,0.136
2014,Tarrant,3-Arlington,598,4399,0.136
2014,Wise,3-Arlington,22,174,0.126
2014,Anderson,4-Tyler,34,218,0.156
2014,Bowie,4-Tyler,43,302,0.142
2014,Cherokee,4-Tyler,50,270,0.185
2014,Delta,4-Tyler,3,25,0.12
2014,Franklin,4-Tyler,7,30,0.233
2014,Gregg,4-Tyler,64,488,0.131
2014,Harrison,4-Tyler,33,230,0.143
2014,Henderson,4-Tyler,79,471,0.168
2014,Hopkins,4-Tyler,18,128,0.141
2014,Lamar,4-Tyler,43,280,0.154
2014,Marion,4-Tyler,18,99,0.182
2014,Morris,4-Tyler,11,81,0.136
2014,Panola,4-Tyler,9,80,0.113
2014,Rains,4-Tyler,4,38,0.105
2014,Red River,4-Tyler,4,70,0.057
2014,Rusk,4-Tyler,26,150,0.173
2014,Smith,4-Tyler,125,902,0.139
2014,Titus,4-Tyler,18,76,0.237
2014,Upshur,4-Tyler,27,180,0.15
2014,Van Zandt,4-Tyler,42,248,0.169
2014,Wood,4-Tyler,25,187,0.134
2014,Angelina,5-Beaumont,67,440,0.152
2014,Hardin,5-Beaumont,25,195,0.128
2014,Houston,5-Beaumont,28,151,0.185
2014,Jasper,5-Beaumont,23,181,0.127
2014,Jefferson,5-Beaumont,175,1268,0.138
2014,Nacogdoches,5-Beaumont,31,246,0.126
2014,Newton,5-Beaumont,15,88,0.17
2014,Orange,5-Beaumont,71,435,0.163
2014,Polk,5-Beaumont,31,289,0.107
2014,Sabine,5-Beaumont,12,64,0.188
2014,San Augustine,5-Beaumont,13,83,0.157
2014,San Jacinto,5-Beaumont,38,197,0.193
2014,Shelby,5-Beaumont,22,148,0.149
2014,Trinity,5-Beaumont,24,127,0.189
2014,Tyler,5-Beaumont,16,119,0.134
2014,Austin,6-Houston,15,98,0.153
2014,Brazoria,6-Houston,76,580,0.131
2014,Chambers,6-Houston,8,79,0.101
2014,Colorado,6-Houston,10,69,0.145
2014,Fort Bend,6-Houston,75,746,0.101
2014,Galveston,6-Houston,176,961,0.183
2014,Harris,6-Houston,1476,10384,0.142
2014,Liberty,6-Houston,50,330,0.152
2014,Matagorda,6-Houston,17,133,0.128
2014,Montgomery,6-Houston,169,1114,0.152
2014,Walker,6-Houston,23,150,0.153
2014,Waller,6-Houston,11,86,0.128
2014,Wharton,6-Houston,14,108,0.13
2014,Bastrop,7-Austin,46,283,0.163
2014,Bell,7-Austin,209,1082,0.193
2014,Blanco,7-Austin,9,36,0.25
2014,Bosque,7-Austin,11,77,0.143
2014,Brazos,7-Austin,54,306,0.176
2014,Burleson,7-Austin,12,71,0.169
2014,Burnet,7-Austin,17,120,0.142
2014,Caldwell,7-Austin,21,144,0.146
2014,Coryell,7-Austin,36,199,0.181
2014,Falls,7-Austin,7,80,0.088
2014,Fayette,7-Austin,6,64,0.094
2014,Freestone,7-Austin,8,66,0.121
2014,Grimes,7-Austin,19,91,0.209
2014,Hamilton,7-Austin,1,27,0.037
2014,Hays,7-Austin,43,259,0.166
2014,Hill,7-Austin,32,161,0.199
2014,Lampasas,7-Austin,16,90,0.178
2014,Lee,7-Austin,10,48,0.208
2014,Leon,7-Austin,7,53,0.132
2014,Limestone,7-Austin,7,119,0.059
2014,Llano,7-Austin,10,77,0.13
2014,Madison,7-Austin,3,40,0.075
2014,McLennan,7-Austin,142,987,0.144
2014,Milam,7-Austin,12,106,0.113
2014,Mills,7-Austin,2,23,0.087
2014,Robertson,7-Austin,12,66,0.182
2014,San Saba,7-Austin,4,20,0.2
2014,Travis,7-Austin,480,2792,0.172
2014,Washington,7-Austin,8,79,0.101
2014,Williamson,7-Austin,128,800,0.16
2014,Atascosa,8-San Antonio,26,153,0.17
2014,Bandera,8-San Antonio,18,102,0.176
2014,Bexar,8-San Antonio,1055,6732,0.157
2014,Calhoun,8-San Antonio,12,72,0.167
2014,Comal,8-San Antonio,39,295,0.132
2014,DeWitt,8-San Antonio,7,58,0.121
2014,Dimmit,8-San Antonio,3,35,0.086
2014,Edwards,8-San Antonio,2,9,0.222
2014,Frio,8-San Antonio,7,68,0.103
2014,Gillespie,8-San Antonio,10,68,0.147
2014,Goliad,8-San Antonio,5,22,0.227
2014,Gonzales,8-San Antonio,11,65,0.169
2014,Guadalupe,8-San Antonio,54,317,0.17
2014,Jackson,8-San Antonio,5,34,0.147
2014,Karnes,8-San Antonio,2,37,0.054
2014,Kendall,8-San Antonio,15,65,0.231
2014,Kerr,8-San Antonio,46,264,0.174
2014,Kinney,8-San Antonio,1,12,0.083
2014,La Salle,8-San Antonio,1,15,0.067
2014,Lavaca,8-San Antonio,10,48,0.208
2014,Maverick,8-San Antonio,18,170,0.106
2014,Medina,8-San Antonio,13,109,0.119
2014,Real,8-San Antonio,1,13,0.077
2014,Uvalde,8-San Antonio,12,104,0.115
2014,Val Verde,8-San Antonio,20,180,0.111
2014,Victoria,8-San Antonio,34,269,0.126
2014,Wilson,8-San Antonio,19,101,0.188
2014,Zavala,8-San Antonio,7,33,0.212
2014,Andrews,9-Midland,1,32,0.031
2014,Borden,9-Midland,1,6,0.167
2014,Coke,9-Midland,4,14,0.286
2014,Concho,9-Midland,3,20,0.15
2014,Crane,9-Midland,2,12,0.167
2014,Crockett,9-Midland,4,15,0.267
2014,Dawson,9-Midland,13,75,0.173
2014,Ector,9-Midland,98,534,0.184
2014,Gaines,9-Midland,5,20,0.25
2014,Howard,9-Midland,28,183,0.153
2014,Irion,9-Midland,1,3,0.333
2014,Kimble,9-Midland,2,25,0.08
2014,Loving,9-Midland,0,1,0
2014,Martin,9-Midland,5,18,0.278
2014,Mason,9-Midland,1,13,0.077
2014,McCulloch,9-Midland,14,65,0.215
2014,Menard,9-Midland,2,10,0.2
2014,Midland,9-Midland,50,327,0.153
2014,Pecos,9-Midland,4,35,0.114
2014,Reagan,9-Midland,0,7,0
2014,Reeves,9-Midland,10,56,0.179
2014,Schleicher,9-Midland,1,12,0.083
2014,Sterling,9-Midland,0,2,0
2014,Sutton,9-Midland,3,13,0.231
2014,Terrell,9-Midland,0,6,0
2014,Tom Green,9-Midland,164,921,0.178
2014,Upton,9-Midland,2,22,0.091
2014,Ward,9-Midland,11,43,0.256
2014,Winkler,9-Midland,4,20,0.2
2014,Brewster,10-El Paso,18,59,0.305
2014,Culberson,10-El Paso,0,13,0
2014,El Paso,10-El Paso,380,2693,0.141
2014,Hudspeth,10-El Paso,1,20,0.05
2014,Jeff Davis,10-El Paso,2,9,0.222
2014,Presidio,10-El Paso,6,28,0.214
2014,Aransas,11-Edinburg,25,146,0.171
2014,Bee,11-Edinburg,32,143,0.224
2014,Brooks,11-Edinburg,6,52,0.115
2014,Cameron,11-Edinburg,200,1369,0.146
2014,Duval,11-Edinburg,6,66,0.091
2014,Hidalgo,11-Edinburg,286,2077,0.138
2014,Jim Hogg,11-Edinburg,1,20,0.05
2014,Jim Wells,11-Edinburg,20,172,0.116
2014,Kleberg,11-Edinburg,19,162,0.117
2014,Live Oak,11-Edinburg,2,31,0.065
2014,McMullen,11-Edinburg,1,3,0.333
2014,Nueces,11-Edinburg,286,1709,0.167
2014,Refugio,11-Edinburg,3,28,0.107
2014,San Patricio,11-Edinburg,43,284,0.151
2014,Starr,11-Edinburg,31,173,0.179
2014,Webb,11-Edinburg,75,594,0.126
2014,Willacy,11-Edinburg,21,141,0.149
2014,Zapata,11-Edinburg,4,32,0.125
2014,Out of State,Out of State,5,53,0.094
2014,None Specified,None Specified,1,2,0.5
2013,Armstrong,1-Lubbock,0,5,0
2013,Bailey,1-Lubbock,10,36,0.278
2013,Briscoe,1-Lubbock,2,5,0.4
2013,Carson,1-Lubbock,1,19,0.053
2013,Castro,1-Lubbock,3,25,0.12
2013,Childress,1-Lubbock,6,40,0.15
2013,Cochran,1-Lubbock,21,83,0.253
2013,Collingsworth,1-Lubbock,4,12,0.333
2013,Crosby,1-Lubbock,8,42,0.19
2013,Dallam,1-Lubbock,0,8,0
2013,Deaf Smith,1-Lubbock,5,40,0.125
2013,Dickens,1-Lubbock,4,17,0.235
2013,Donley,1-Lubbock,3,20,0.15
2013,Floyd,1-Lubbock,6,55,0.109
2013,Garza,1-Lubbock,6,38,0.158
2013,Gray,1-Lubbock,13,83,0.157
2013,Hale,1-Lubbock,14,109,0.128
2013,Hall,1-Lubbock,1,14,0.071
2013,Hansford,1-Lubbock,1,7,0.143
2013,Hartley,1-Lubbock,0,6,0
2013,Hemphill,1-Lubbock,1,5,0.2
2013,Hockley,1-Lubbock,30,154,0.195
2013,Hutchinson,1-Lubbock,9,79,0.114
2013,Lamb,1-Lubbock,15,80,0.188
2013,Lipscomb,1-Lubbock,0,9,0
2013,Lubbock,1-Lubbock,353,1690,0.209
2013,Lynn,1-Lubbock,3,24,0.125
2013,Moore,1-Lubbock,5,30,0.167
2013,Motley,1-Lubbock,2,15,0.133
2013,Ochiltree,1-Lubbock,1,17,0.059
2013,Oldham,1-Lubbock,0,3,0
2013,Parmer,1-Lubbock,4,16,0.25
2013,Potter,1-Lubbock,128,612,0.209
2013,Randall,1-Lubbock,55,251,0.219
2013,Roberts,1-Lubbock,0,2,0
2013,Swisher,1-Lubbock,1,24,0.042
2013,Terry,1-Lubbock,21,115,0.183
2013,Wheeler,1-Lubbock,2,19,0.105
2013,Yoakum,1-Lubbock,2,25,0.08
2013,Archer,2-Abilene,12,43,0.279
2013,Baylor,2-Abilene,10,45,0.222
2013,Brown,2-Abilene,38,254,0.15
2013,Callahan,2-Abilene,10,57,0.175
2013,Clay,2-Abilene,15,85,0.176
2013,Coleman,2-Abilene,10,66,0.152
2013,Comanche,2-Abilene,6,65,0.092
2013,Cottle,2-Abilene,2,13,0.154
2013,Eastland,2-Abilene,26,124,0.21
2013,Fisher,2-Abilene,0,24,0
2013,Foard,2-Abilene,3,12,0.25
2013,Hardeman,2-Abilene,9,39,0.231
2013,Haskell,2-Abilene,14,41,0.341
2013,Jack,2-Abilene,15,55,0.273
2013,Jones,2-Abilene,19,112,0.17
2013,Kent,2-Abilene,1,6,0.167
2013,Knox,2-Abilene,7,21,0.333
2013,Mitchell,2-Abilene,10,47,0.213
2013,Montague,2-Abilene,35,131,0.267
2013,Nolan,2-Abilene,19,104,0.183
2013,Runnels,2-Abilene,12,60,0.2
2013,Scurry,2-Abilene,7,73,0.096
2013,Shackelford,2-Abilene,4,16,0.25
2013,Stephens,2-Abilene,13,76,0.171
2013,Stonewall,2-Abilene,2,6,0.333
2013,Taylor,2-Abilene,169,863,0.196
2013,Throckmorton,2-Abilene,1,5,0.2
2013,Wichita,2-Abilene,197,1004,0.196
2013,Wilbarger,2-Abilene,17,93,0.183
2013,Young,2-Abilene,33,151,0.219
2013,Collin,3-Arlington,102,731,0.14
2013,Cooke,3-Arlington,18,107,0.168
2013,Dallas,3-Arlington,826,5274,0.157
2013,Denton,3-Arlington,78,752,0.104
2013,Ellis,3-Arlington,52,298,0.174
2013,Erath,3-Arlington,15,80,0.188
2013,Fannin,3-Arlington,10,94,0.106
2013,Grayson,3-Arlington,69,447,0.154
2013,Hood,3-Arlington,20,151,0.132
2013,Hunt,3-Arlington,58,358,0.162
2013,Johnson,3-Arlington,39,323,0.121
2013,Kaufman,3-Arlington,46,290,0.159
2013,Navarro,3-Arlington,16,160,0.1
2013,Palo Pinto,3-Arlington,20,162,0.123
2013,Parker,3-Arlington,38,253,0.15
2013,Rockwall,3-Arlington,15,77,0.195
2013,Somervell,3-Arlington,4,23,0.174
2013,Tarrant,3-Arlington,479,3551,0.135
2013,Wise,3-Arlington,24,125,0.192
2013,Anderson,4-Tyler,28,222,0.126
2013,Bowie,4-Tyler,41,313,0.131
2013,Camp,4-Tyler,7,49,0.143
2013,Cass,4-Tyler,16,125,0.128
2013,Cherokee,4-Tyler,42,277,0.152
2013,Delta,4-Tyler,4,23,0.174
2013,Franklin,4-Tyler,6,28,0.214
2013,Gregg,4-Tyler,68,465,0.146
2013,Harrison,4-Tyler,25,187,0.134
2013,Henderson,4-Tyler,47,417,0.113
2013,Hopkins,4-Tyler,16,126,0.127
2013,Lamar,4-Tyler,33,259,0.127
2013,Marion,4-Tyler,10,85,0.118
2013,Morris,4-Tyler,6,59,0.102
2013,Panola,4-Tyler,17,90,0.189
2013,Rains,4-Tyler,5,43,0.116
2013,Red River,4-Tyler,9,80,0.113
2013,Rusk,4-Tyler,21,157,0.134
2013,Smith,4-Tyler,97,799,0.121
2013,Titus,4-Tyler,14,85,0.165
2013,Upshur,4-Tyler,27,145,0.186
2013,Van Zandt,4-Tyler,22,204,0.108
2013,Wood,4-Tyler,26,172,0.151
2013,Angelina,5-Beaumont,61,407,0.15
2013,Hardin,5-Beaumont,16,159,0.101
2013,Houston,5-Beaumont,20,147,0.136
2013,Jasper,5-Beaumont,33,220,0.15
2013,Jefferson,5-Beaumont,152,1069,0.142
2013,Nacogdoches,5-Beaumont,30,205,0.146
2013,Newton,5-Beaumont,10,81,0.123
2013,Orange,5-Beaumont,44,295,0.149
2013,Polk,5-Beaumont,35,278,0.126
2013,Sabine,5-Beaumont,6,52,0.115
2013,San Augustine,5-Beaumont,7,66,0.106
2013,San Jacinto,5-Beaumont,22,150,0.147
2013,Shelby,5-Beaumont,19,127,0.15
2013,Trinity,5-Beaumont,30,136,0.221
2013,Tyler,5-Beaumont,7,87,0.08
2013,Austin,6-Houston,18,71,0.254
2013,Brazoria,6-Houston,53,504,0.105
2013,Chambers,6-Houston,7,44,0.159
2013,Colorado,6-Houston,10,59,0.169
2013,Fort Bend,6-Houston,74,607,0.122
2013,Galveston,6-Houston,96,806,0.119
2013,Harris,6-Houston,1160,8907,0.13
2013,Liberty,6-Houston,42,263,0.16
2013,Matagorda,6-Houston,13,112,0.116
2013,Montgomery,6-Houston,120,870,0.138
2013,Walker,6-Houston,17,132,0.129
2013,Waller,6-Houston,7,83,0.084
2013,Wharton,6-Houston,15,108,0.139
2013,Bastrop,7-Austin,34,242,0.14
2013,Bell,7-Austin,150,925,0.162
2013,Blanco,7-Austin,3,14,0.214
2013,Bosque,7-Austin,5,50,0.1
2013,Brazos,7-Austin,41,328,0.125
2013,Burleson,7-Austin,12,46,0.261
2013,Burnet,7-Austin,19,112,0.17
2013,Caldwell,7-Austin,16,127,0.126
2013,Coryell,7-Austin,29,171,0.17
2013,Falls,7-Austin,12,59,0.203
2013,Fayette,7-Austin,5,65,0.077
2013,Freestone,7-Austin,6,59,0.102
2013,Grimes,7-Austin,9,70,0.129
2013,Hamilton,7-Austin,4,31,0.129
2013,Hays,7-Austin,37,241,0.154
2013,Hill,7-Austin,23,120,0.192
2013,Lampasas,7-Austin,16,75,0.213
2013,Lee,7-Austin,12,46,0.261
2013,Leon,7-Austin,4,44,0.091
2013,Limestone,7-Austin,15,90,0.167
2013,Llano,7-Austin,14,83,0.169
2013,Madison,7-Austin,2,37,0.054
2013,McLennan,7-Austin,114,771,0.148
2013,Milam,7-Austin,14,96,0.146
2013,Mills,7-Austin,1,13,0.077
2013,Robertson,7-Austin,11,61,0.18
2013,San Saba,7-Austin,2,14,0.143
2013,Travis,7-Austin,402,2493,0.161
2013,Washington,7-Austin,13,89,0.146
2013,Williamson,7-Austin,106,625,0.17
2013,Atascosa,8-San Antonio,22,154,0.143
2013,Bandera,8-San Antonio,14,79,0.177
2013,Bexar,8-San Antonio,871,6059,0.144
2013,Calhoun,8-San Antonio,6,66,0.091
2013,Comal,8-San Antonio,48,249,0.193
2013,DeWitt,8-San Antonio,7,72,0.097
2013,Dimmit,8-San Antonio,4,32,0.125
2013,Edwards,8-San Antonio,0,5,0
2013,Frio,8-San Antonio,3,43,0.07
2013,Gillespie,8-San Antonio,9,70,0.129
2013,Goliad,8-San Antonio,2,11,0.182
2013,Gonzales,8-San Antonio,3,59,0.051
2013,Guadalupe,8-San Antonio,50,277,0.181
2013,Jackson,8-San Antonio,2,39,0.051
2013,Karnes,8-San Antonio,5,32,0.156
2013,Kendall,8-San Antonio,3,58,0.052
2013,Kerr,8-San Antonio,30,199,0.151
2013,Kinney,8-San Antonio,5,24,0.208
2013,La Salle,8-San Antonio,1,21,0.048
2013,Lavaca,8-San Antonio,4,40,0.1
2013,Maverick,8-San Antonio,10,159,0.063
2013,Medina,8-San Antonio,19,134,0.142
2013,Real,8-San Antonio,4,16,0.25
2013,Uvalde,8-San Antonio,18,90,0.2
2013,Val Verde,8-San Antonio,25,161,0.155
2013,Victoria,8-San Antonio,40,254,0.157
2013,Wilson,8-San Antonio,9,93,0.097
2013,Zavala,8-San Antonio,4,38,0.105
2013,Andrews,9-Midland,4,24,0.167
2013,Borden,9-Midland,0,2,0
2013,Coke,9-Midland,5,10,0.5
2013,Concho,9-Midland,2,21,0.095
2013,Crane,9-Midland,2,10,0.2
2013,Crockett,9-Midland,1,22,0.045
2013,Dawson,9-Midland,14,89,0.157
2013,Ector,9-Midland,69,468,0.147
2013,Gaines,9-Midland,2,26,0.077
2013,Glasscock,9-Midland,0,1,0
2013,Howard,9-Midland,26,197,0.132
2013,Irion,9-Midland,0,3,0
2013,Kimble,9-Midland,5,30,0.167
2013,Martin,9-Midland,2,12,0.167
2013,Mason,9-Midland,5,17,0.294
2013,McCulloch,9-Midland,20,77,0.26
2013,Menard,9-Midland,3,21,0.143
2013,Midland,9-Midland,44,284,0.155
2013,Pecos,9-Midland,7,49,0.143
2013,Reagan,9-Midland,2,7,0.286
2013,Reeves,9-Midland,7,51,0.137
2013,Schleicher,9-Midland,0,9,0
2013,Sterling,9-Midland,0,3,0
2013,Sutton,9-Midland,3,17,0.176
2013,Terrell,9-Midland,0,3,0
2013,Tom Green,9-Midland,146,771,0.189
2013,Upton,9-Midland,3,17,0.176
2013,Ward,9-Midland,7,47,0.149
2013,Winkler,9-Midland,5,21,0.238
2013,Brewster,10-El Paso,8,35,0.229
2013,Culberson,10-El Paso,4,18,0.222
2013,El Paso,10-El Paso,319,2500,0.128
2013,Hudspeth,10-El Paso,1,11,0.091
2013,Jeff Davis,10-El Paso,0,7,0
2013,Presidio,10-El Paso,2,17,0.118
2013,Aransas,11-Edinburg,23,126,0.183
2013,Bee,11-Edinburg,21,138,0.152
2013,Brooks,11-Edinburg,5,47,0.106
2013,Cameron,11-Edinburg,172,1247,0.138
2013,Duval,11-Edinburg,8,55,0.145
2013,Hidalgo,11-Edinburg,264,1986,0.133
2013,Jim Hogg,11-Edinburg,1,13,0.077
2013,Jim Wells,11-Edinburg,21,158,0.133
2013,Kenedy,11-Edinburg,0,1,0
2013,Kleberg,11-Edinburg,13,96,0.135
2013,Live Oak,11-Edinburg,6,42,0.143
2013,Nueces,11-Edinburg,247,1504,0.164
2013,Refugio,11-Edinburg,9,36,0.25
2013,San Patricio,11-Edinburg,38,255,0.149
2013,Starr,11-Edinburg,16,159,0.101
2013,Webb,11-Edinburg,56,547,0.102
2013,Willacy,11-Edinburg,22,116,0.19
2013,Zapata,11-Edinburg,5,43,0.116
2013,Out of State,Out of State,3,40,0.075
2013,None Specified,None Specified,0,1,0
2012,Armstrong,1-Lubbock,1,6,0.167
2012,Bailey,1-Lubbock,7,36,0.194
2012,Briscoe,1-Lubbock,1,11,0.091
2012,Carson,1-Lubbock,3,11,0.273
2012,Castro,1-Lubbock,3,19,0.158
2012,Childress,1-Lubbock,12,49,0.245
2012,Cochran,1-Lubbock,18,70,0.257
2012,Collingsworth,1-Lubbock,4,15,0.267
2012,Crosby,1-Lubbock,9,43,0.209
2012,Dallam,1-Lubbock,1,19,0.053
2012,Deaf Smith,1-Lubbock,3,43,0.07
2012,Dickens,1-Lubbock,5,24,0.208
2012,Donley,1-Lubbock,3,17,0.176
2012,Floyd,1-Lubbock,4,36,0.111
2012,Garza,1-Lubbock,6,53,0.113
2012,Gray,1-Lubbock,13,93,0.14
2012,Hale,1-Lubbock,17,137,0.124
2012,Hall,1-Lubbock,1,11,0.091
2012,Hansford,1-Lubbock,2,10,0.2
2012,Hartley,1-Lubbock,1,11,0.091
2012,Hemphill,1-Lubbock,3,7,0.429
2012,Hockley,1-Lubbock,35,144,0.243
2012,Hutchinson,1-Lubbock,13,87,0.149
2012,Lamb,1-Lubbock,22,103,0.214
2012,Lipscomb,1-Lubbock,0,2,0
2012,Lubbock,1-Lubbock,540,2093,0.258
2012,Lynn,1-Lubbock,7,43,0.163
2012,Moore,1-Lubbock,5,42,0.119
2012,Motley,1-Lubbock,3,20,0.15
2012,Ochiltree,1-Lubbock,2,11,0.182
2012,Oldham,1-Lubbock,2,10,0.2
2012,Parmer,1-Lubbock,4,15,0.267
2012,Potter,1-Lubbock,142,692,0.205
2012,Randall,1-Lubbock,60,321,0.187
2012,Sherman,1-Lubbock,0,2,0
2012,Swisher,1-Lubbock,4,36,0.111
2012,Terry,1-Lubbock,19,133,0.143
2012,Wheeler,1-Lubbock,1,20,0.05
2012,Yoakum,1-Lubbock,3,16,0.188
2012,Archer,2-Abilene,25,61,0.41
2012,Baylor,2-Abilene,19,61,0.311
2012,Brown,2-Abilene,57,308,0.185
2012,Callahan,2-Abilene,16,106,0.151
2012,Clay,2-Abilene,33,124,0.266
2012,Coleman,2-Abilene,7,71,0.099
2012,Comanche,2-Abilene,18,75,0.24
2012,Cottle,2-Abilene,2,20,0.1
2012,Eastland,2-Abilene,32,161,0.199
2012,Fisher,2-Abilene,4,23,0.174
2012,Foard,2-Abilene,0,16,0
2012,Hardeman,2-Abilene,11,46,0.239
2012,Haskell,2-Abilene,10,43,0.233
2012,Jack,2-Abilene,16,73,0.219
2012,Jones,2-Abilene,29,127,0.228
2012,Kent,2-Abilene,0,4,0
2012,Knox,2-Abilene,9,27,0.333
2012,Mitchell,2-Abilene,9,49,0.184
2012,Montague,2-Abilene,47,187,0.251
2012,Nolan,2-Abilene,26,144,0.181
2012,Runnels,2-Abilene,17,79,0.215
2012,Scurry,2-Abilene,13,75,0.173
2012,Shackelford,2-Abilene,1,15,0.067
2012,Stephens,2-Abilene,20,97,0.206
2012,Stonewall,2-Abilene,1,10,0.1
2012,Taylor,2-Abilene,196,1099,0.178
2012,Throckmorton,2-Abilene,2,8,0.25
2012,Wichita,2-Abilene,313,1272,0.246
2012,Wilbarger,2-Abilene,29,137,0.212
2012,Young,2-Abilene,47,202,0.233
2012,Collin,3-Arlington,121,860,0.141
2012,Cooke,3-Arlington,12,134,0.09
2012,Dallas,3-Arlington,956,6386,0.15
2012,Denton,3-Arlington,134,957,0.14
2012,Ellis,3-Arlington,34,332,0.102
2012,Erath,3-Arlington,12,90,0.133
2012,Fannin,3-Arlington,12,126,0.095
2012,Grayson,3-Arlington,83,565,0.147
2012,Hood,3-Arlington,20,165,0.121
2012,Hunt,3-Arlington,75,428,0.175
2012,Johnson,3-Arlington,74,426,0.174
2012,Kaufman,3-Arlington,44,332,0.133
2012,Navarro,3-Arlington,33,228,0.145
2012,Palo Pinto,3-Arlington,21,142,0.148
2012,Parker,3-Arlington,31,261,0.119
2012,Rockwall,3-Arlington,16,125,0.128
2012,Somervell,3-Arlington,1,18,0.056
2012,Tarrant,3-Arlington,571,4288,0.133
2012,Wise,3-Arlington,18,140,0.129
2012,Anderson,4-Tyler,54,301,0.179
2012,Bowie,4-Tyler,52,401,0.13
2012,Camp,4-Tyler,16,56,0.286
2012,Cass,4-Tyler,22,129,0.171
2012,Cherokee,4-Tyler,70,432,0.162
2012,Delta,4-Tyler,6,34,0.176
2012,Franklin,4-Tyler,5,31,0.161
2012,Gregg,4-Tyler,91,557,0.163
2012,Harrison,4-Tyler,54,284,0.19
2012,Henderson,4-Tyler,76,509,0.149
2012,Hopkins,4-Tyler,25,165,0.152
2012,Lamar,4-Tyler,59,327,0.18
2012,Marion,4-Tyler,13,99,0.131
2012,Morris,4-Tyler,12,81,0.148
2012,Panola,4-Tyler,13,97,0.134
2012,Rains,4-Tyler,9,51,0.176
2012,Red River,4-Tyler,14,98,0.143
2012,Rusk,4-Tyler,23,194,0.119
2012,Smith,4-Tyler,170,989,0.172
2012,Titus,4-Tyler,13,106,0.123
2012,Upshur,4-Tyler,23,154,0.149
2012,Van Zandt,4-Tyler,48,259,0.185
2012,Wood,4-Tyler,22,217,0.101
2012,Angelina,5-Beaumont,87,514,0.169
2012,Hardin,5-Beaumont,42,212,0.198
2012,Houston,5-Beaumont,58,230,0.252
2012,Jasper,5-Beaumont,48,267,0.18
2012,Jefferson,5-Beaumont,234,1381,0.169
2012,Nacogdoches,5-Beaumont,30,246,0.122
2012,Newton,5-Beaumont,18,84,0.214
2012,Orange,5-Beaumont,91,417,0.218
2012,Polk,5-Beaumont,48,331,0.145
2012,Sabine,5-Beaumont,23,85,0.271
2012,San Augustine,5-Beaumont,17,98,0.173
2012,San Jacinto,5-Beaumont,43,244,0.176
2012,Shelby,5-Beaumont,44,195,0.226
2012,Trinity,5-Beaumont,42,155,0.271
2012,Tyler,5-Beaumont,19,116,0.164
2012,Austin,6-Houston,8,102,0.078
2012,Brazoria,6-Houston,53,590,0.09
2012,Chambers,6-Houston,5,54,0.093
2012,Colorado,6-Houston,9,73,0.123
2012,Fort Bend,6-Houston,87,731,0.119
2012,Galveston,6-Houston,129,917,0.141
2012,Harris,6-Houston,1528,10956,0.139
2012,Liberty,6-Houston,60,312,0.192
2012,Matagorda,6-Houston,15,130,0.115
2012,Montgomery,6-Houston,149,1172,0.127
2012,Walker,6-Houston,20,155,0.129
2012,Waller,6-Houston,16,110,0.145
2012,Wharton,6-Houston,16,149,0.107
2012,Bastrop,7-Austin,47,287,0.164
2012,Bell,7-Austin,209,1124,0.186
2012,Blanco,7-Austin,3,26,0.115
