Fiscal Year,County,Region,Clients,Service Stages
2013,Reagan,9-Midland,2,2
2013,Reeves,9-Midland,33,33
2013,Schleicher,9-Midland,6,7
2013,Sutton,9-Midland,14,14
2013,Terrell,9-Midland,2,2
2013,Tom Green,9-Midland,574,594
2013,Upton,9-Midland,10,10
2013,Ward,9-Midland,43,44
2013,Winkler,9-Midland,20,21
2013,Brewster,10-El Paso,20,21
2013,Culberson,10-El Paso,6,7
2013,El Paso,10-El Paso,1054,1061
2013,Hudspeth,10-El Paso,10,10
2013,Jeff Davis,10-El Paso,4,4
2013,Presidio,10-El Paso,10,10
2013,Aransas,11-Edinburg,76,76
2013,Bee,11-Edinburg,76,76
2013,Brooks,11-Edinburg,24,24
2013,Cameron,11-Edinburg,723,727
2013,Duval,11-Edinburg,31,31
2013,Hidalgo,11-Edinburg,1202,1219
2013,Jim Hogg,11-Edinburg,9,9
2013,Jim Wells,11-Edinburg,71,72
2013,Kenedy,11-Edinburg,1,1
2013,Kleberg,11-Edinburg,63,66
2013,Live Oak,11-Edinburg,21,22
2013,Nueces,11-Edinburg,911,933
2013,Refugio,11-Edinburg,16,18
2013,San Patricio,11-Edinburg,156,157
2013,Starr,11-Edinburg,107,108
2013,Webb,11-Edinburg,219,219
2013,Willacy,11-Edinburg,76,78
2013,Zapata,11-Edinburg,22,25
2013,Out of State,Out of State,29,29
2012,Armstrong,1-Lubbock,2,2
2012,Bailey,1-Lubbock,38,38
2012,Briscoe,1-Lubbock,4,4
2012,Carson,1-Lubbock,8,8
2012,Castro,1-Lubbock,15,15
2012,Childress,1-Lubbock,41,41
2012,Cochran,1-Lubbock,81,90
2012,Collingsworth,1-Lubbock,10,10
2012,Crosby,1-Lubbock,38,39
2012,Dallam,1-Lubbock,17,17
2012,Deaf Smith,1-Lubbock,20,20
2012,Dickens,1-Lubbock,12,13
2012,Donley,1-Lubbock,13,13
2012,Floyd,1-Lubbock,27,28
2012,Garza,1-Lubbock,38,40
2012,Gray,1-Lubbock,57,57
2012,Hale,1-Lubbock,80,80
2012,Hall,1-Lubbock,8,8
2012,Hansford,1-Lubbock,5,5
2012,Hartley,1-Lubbock,7,7
2012,Hemphill,1-Lubbock,3,3
2012,Hockley,1-Lubbock,149,154
2012,Hutchinson,1-Lubbock,76,76
2012,Lamb,1-Lubbock,88,89
2012,Lipscomb,1-Lubbock,2,2
2012,Lubbock,1-Lubbock,1768,2051
2012,Lynn,1-Lubbock,34,34
2012,Moore,1-Lubbock,28,28
2012,Motley,1-Lubbock,16,17
2012,Ochiltree,1-Lubbock,5,5
2012,Oldham,1-Lubbock,5,5
2012,Parmer,1-Lubbock,10,11
2012,Potter,1-Lubbock,466,478
2012,Randall,1-Lubbock,191,195
2012,Sherman,1-Lubbock,1,1
2012,Swisher,1-Lubbock,19,19
2012,Terry,1-Lubbock,112,116
2012,Wheeler,1-Lubbock,7,7
2012,Yoakum,1-Lubbock,19,21
2012,Archer,2-Abilene,48,56
2012,Baylor,2-Abilene,69,83
2012,Brown,2-Abilene,198,205
2012,Callahan,2-Abilene,49,49
2012,Clay,2-Abilene,99,110
2012,Coleman,2-Abilene,50,51
2012,Comanche,2-Abilene,51,53
2012,Cottle,2-Abilene,13,13
2012,Eastland,2-Abilene,104,109
2012,Fisher,2-Abilene,16,16
2012,Foard,2-Abilene,11,11
2012,Hardeman,2-Abilene,31,34
2012,Haskell,2-Abilene,40,45
2012,Jack,2-Abilene,61,64
2012,Jones,2-Abilene,90,97
2012,Kent,2-Abilene,2,2
2012,Knox,2-Abilene,22,22
2012,Mitchell,2-Abilene,25,29
2012,Montague,2-Abilene,123,133
2012,Nolan,2-Abilene,80,86
2012,Runnels,2-Abilene,56,63
2012,Scurry,2-Abilene,42,44
2012,Shackelford,2-Abilene,12,12
2012,Stephens,2-Abilene,59,63
2012,Stonewall,2-Abilene,8,9
2012,Taylor,2-Abilene,673,722
2012,Throckmorton,2-Abilene,7,7
2012,Wichita,2-Abilene,863,956
2012,Wilbarger,2-Abilene,81,86
2012,Young,2-Abilene,142,156
2012,Collin,3-Arlington,416,433
2012,Cooke,3-Arlington,50,51
2012,Dallas,3-Arlington,3095,3175
2012,Denton,3-Arlington,418,428
2012,Ellis,3-Arlington,188,190
2012,Erath,3-Arlington,41,41
2012,Fannin,3-Arlington,72,74
2012,Grayson,3-Arlington,325,335
2012,Hood,3-Arlington,144,144
2012,Hunt,3-Arlington,306,313
2012,Johnson,3-Arlington,252,258
2012,Kaufman,3-Arlington,230,231
2012,Navarro,3-Arlington,155,159
2012,Palo Pinto,3-Arlington,82,84
2012,Parker,3-Arlington,135,136
2012,Rockwall,3-Arlington,57,57
2012,Somervell,3-Arlington,14,14
2012,Tarrant,3-Arlington,1823,1847
2012,Wise,3-Arlington,73,73
2012,Anderson,4-Tyler,263,269
2012,Bowie,4-Tyler,191,195
2012,Camp,4-Tyler,34,34
2012,Cass,4-Tyler,53,53
2012,Cherokee,4-Tyler,328,335
2012,Delta,4-Tyler,17,17
2012,Franklin,4-Tyler,15,15
2012,Gregg,4-Tyler,278,284
2012,Harrison,4-Tyler,201,206
2012,Henderson,4-Tyler,373,382
2012,Hopkins,4-Tyler,70,75
2012,Lamar,4-Tyler,180,189
2012,Marion,4-Tyler,81,85
2012,Morris,4-Tyler,38,39
2012,Panola,4-Tyler,54,55
2012,Rains,4-Tyler,29,30
2012,Red River,4-Tyler,63,65
2012,Rusk,4-Tyler,94,97
2012,Smith,4-Tyler,654,682
2012,Titus,4-Tyler,53,54
2012,Upshur,4-Tyler,72,74
2012,Van Zandt,4-Tyler,142,145
2012,Wood,4-Tyler,121,123
2012,Angelina,5-Beaumont,253,260
2012,Hardin,5-Beaumont,122,126
2012,Houston,5-Beaumont,250,275
2012,Jasper,5-Beaumont,165,174
2012,Jefferson,5-Beaumont,758,787
2012,Nacogdoches,5-Beaumont,245,251
2012,Newton,5-Beaumont,60,65
2012,Orange,5-Beaumont,160,163
2012,Polk,5-Beaumont,220,225
2012,Sabine,5-Beaumont,77,82
2012,San Augustine,5-Beaumont,77,87
2012,San Jacinto,5-Beaumont,186,198
2012,Shelby,5-Beaumont,175,182
2012,Trinity,5-Beaumont,159,173
2012,Tyler,5-Beaumont,102,107
2012,Austin,6-Houston,35,35
2012,Brazoria,6-Houston,329,330
2012,Chambers,6-Houston,28,28
2012,Colorado,6-Houston,31,31
2012,Fort Bend,6-Houston,235,237
2012,Galveston,6-Houston,263,267
2012,Harris,6-Houston,5488,5609
2012,Liberty,6-Houston,205,211
2012,Matagorda,6-Houston,89,91
2012,Montgomery,6-Houston,578,586
2012,Walker,6-Houston,98,99
2012,Waller,6-Houston,37,37
2012,Wharton,6-Houston,100,108
2012,Bastrop,7-Austin,114,115
2012,Bell,7-Austin,631,652
2012,Blanco,7-Austin,14,14
2012,Bosque,7-Austin,28,29
2012,Brazos,7-Austin,152,155
2012,Burleson,7-Austin,40,41
2012,Burnet,7-Austin,66,67
2012,Caldwell,7-Austin,65,65
2012,Coryell,7-Austin,85,85
2012,Falls,7-Austin,37,37
2012,Fayette,7-Austin,34,34
2012,Freestone,7-Austin,26,26
2012,Grimes,7-Austin,59,59
2012,Hamilton,7-Austin,9,9
2012,Hays,7-Austin,80,80
2012,Hill,7-Austin,72,72
2012,Lampasas,7-Austin,43,44
2012,Lee,7-Austin,26,26
2012,Leon,7-Austin,47,47
2012,Limestone,7-Austin,42,45
2012,Llano,7-Austin,62,68
2012,Madison,7-Austin,33,33
2012,McLennan,7-Austin,275,279
2012,Milam,7-Austin,54,54
2012,Mills,7-Austin,6,6
2012,Robertson,7-Austin,34,34
2012,San Saba,7-Austin,14,15
2012,Travis,7-Austin,1366,1400
2012,Washington,7-Austin,71,71
2012,Williamson,7-Austin,399,404
2012,Atascosa,8-San Antonio,69,69
2012,Bandera,8-San Antonio,31,31
2012,Bexar,8-San Antonio,3516,3578
2012,Calhoun,8-San Antonio,23,26
2012,Comal,8-San Antonio,135,139
2012,DeWitt,8-San Antonio,27,27
2012,Dimmit,8-San Antonio,12,12
2012,Frio,8-San Antonio,15,15
2012,Gillespie,8-San Antonio,22,22
2012,Goliad,8-San Antonio,6,6
2012,Gonzales,8-San Antonio,18,18
2012,Guadalupe,8-San Antonio,117,118
2012,Jackson,8-San Antonio,8,8
2012,Karnes,8-San Antonio,14,14
2012,Kendall,8-San Antonio,22,22
2012,Kerr,8-San Antonio,123,124
2012,Kinney,8-San Antonio,6,6
2012,La Salle,8-San Antonio,7,7
2012,Lavaca,8-San Antonio,19,19
2012,Maverick,8-San Antonio,57,58
2012,Medina,8-San Antonio,22,22
2012,Real,8-San Antonio,4,4
2012,Uvalde,8-San Antonio,33,33
2012,Val Verde,8-San Antonio,95,95
2012,Victoria,8-San Antonio,143,143
2012,Wilson,8-San Antonio,21,22
2012,Zavala,8-San Antonio,4,4
2012,Andrews,9-Midland,14,14
2012,Borden,9-Midland,2,2
2012,Coke,9-Midland,11,11
2012,Concho,9-Midland,19,20
2012,Crane,9-Midland,12,12
2012,Crockett,9-Midland,8,8
2012,Dawson,9-Midland,66,71
2012,Ector,9-Midland,341,345
2012,Gaines,9-Midland,11,12
2012,Glasscock,9-Midland,2,2
2012,Howard,9-Midland,153,163
2012,Irion,9-Midland,1,1
2012,Kimble,9-Midland,36,39
2012,Martin,9-Midland,5,5
2012,Mason,9-Midland,18,18
2012,McCulloch,9-Midland,62,68
2012,Menard,9-Midland,23,23
2012,Midland,9-Midland,144,148
2012,Pecos,9-Midland,50,52
2012,Reagan,9-Midland,5,5
2012,Reeves,9-Midland,38,38
2012,Schleicher,9-Midland,19,20
2012,Sterling,9-Midland,1,1
2012,Sutton,9-Midland,14,16
2012,Tom Green,9-Midland,836,908
2012,Upton,9-Midland,9,10
2012,Ward,9-Midland,36,37
2012,Winkler,9-Midland,16,16
2012,Brewster,10-El Paso,25,25
2012,Culberson,10-El Paso,2,2
2012,El Paso,10-El Paso,1226,1238
2012,Hudspeth,10-El Paso,4,4
2012,Jeff Davis,10-El Paso,3,3
2012,Presidio,10-El Paso,9,9
2012,Aransas,11-Edinburg,122,126
2012,Bee,11-Edinburg,115,116
2012,Brooks,11-Edinburg,32,32
2012,Cameron,11-Edinburg,816,820
2012,Duval,11-Edinburg,28,28
2012,Hidalgo,11-Edinburg,1176,1201
2012,Jim Hogg,11-Edinburg,14,14
2012,Jim Wells,11-Edinburg,103,105
2012,Kleberg,11-Edinburg,75,75
2012,Live Oak,11-Edinburg,12,12
2012,McMullen,11-Edinburg,1,1
2012,Nueces,11-Edinburg,1154,1175
2012,Refugio,11-Edinburg,18,18
2012,San Patricio,11-Edinburg,195,198
2012,Starr,11-Edinburg,76,76
2012,Webb,11-Edinburg,307,308
2012,Willacy,11-Edinburg,64,64
2012,Zapata,11-Edinburg,25,25
2012,Out of State,Out of State,31,31
2012,None Specified,None Specified,1,1
